oui,manufacturer
D0:15:BB:E,PHYTEC EMBEDDED PVT LTD
D0:15:BB:B,EdgeDX
88:A6:EF:3,Enlaps
88:A6:EF:5,"Labpano Technology (Changzhou) Co., Ltd."
88:A6:EF:2,METRO ELECTRONICS
D0:15:BB:5,Listen Technologies
50:48:2C:E,"Harbin Nosean Tese And Control Technology Co.,Ltd"
64:31:39:4,Active Brains
D0:15:BB:8,ALEKTO-SYSTEMS LTD
50:48:2C:1,Annapurna labs
50:48:2C:7,"Oliver IQ, Inc."
68:DA:73:E,Synamedia
68:DA:73:4,Agramkow A/S
68:DA:73:6,"Global Networks ZEN-EI Co., Ltd"
68:DA:73:1,DTEN Inc.
58:C4:1E:B,Pulse Structural Monitoring Ltd
58:C4:1E:3,Lemco IKE
58:C4:1E:7,HwaCom Systems Inc.
C8:6B:BC:B,"HAI ROBOTICS Co.,Ltd."
BC:31:98:D,"Shanghai Sigen New Energy Technology Co., Ltd"
58:C4:1E:9,"ShenZhen Heng Yue Industry Co.,Ltd"
C8:6B:BC:0,SafelyYou
B0:FF:72:3,Hammerhead Navigation Inc.
B0:FF:72:6,Tachyon Energy
90:F4:21:D,"Taichitel Technology Shanghai Co.,Ltd."
90:F4:21:7,Senstar Corporation
90:F4:21:0,Gemstone Lights
90:F4:21:5,DESKO GmbH
B0:FF:72:8,ERA RF Technologies
90:F4:21:A,Proqualit Telecom LTDA
B0:FF:72:B,"Launch Tech Co., Ltd."
B4:4D:43:D,"Shenzhen CreatLentem Technology Co.,Ltd"
B4:4D:43:4,ALL.SPACE Networks Ltd
B4:4D:43:0,Mihoyo
6C:2A:DF:1,"Xi'an Xindian Equipment Engineering Center Co., Ltd"
B4:4D:43:6,"Spot AI, Inc."
2C:27:9E:3,Private
70:06:92:A,Munters
6C:2A:DF:5,"Xinjiang Ying Sheng Information Technology Co., Ltd."
70:06:92:D,Skyware Protech Limited
54:08:3B:2,NAVITUS LT
24:15:10:8,"Medicomp, Inc"
2C:D1:41:F,Private
54:08:3B:9,"Unicompute Technology Co.,Ltd."
E4:95:6E:F,Private
74:19:F8:F,Private
E0:3C:1C:1,"Shikino High-Tech Co., Ltd."
D0:93:95:1,"Hefei Siqiang Electronic Technology Co.,Ltd"
D0:93:95:E,"Shenzhen Hotack Technology Co.,Ltd"
D0:93:95:4,DAESUNG CELTIC ENERSYS
D0:16:F0:7,Hydac Electronic
D0:16:F0:A,OPTITERA GLOBAL NETWORKS PRIVATE LIMITED
D0:16:F0:9,Crystal Alarm AB
54:9A:11:F,Private
00:55:DA:F,Private
D0:93:95:0,Zhejiang Ruiyi lntelligent Technology Co. Ltd
5C:6A:EC:4,GeneTouch Corp.
5C:6A:EC:3,"Shanghai Yunsilicon Technology Co., Ltd."
5C:6A:EC:5,Exaterra Ltd.
7C:45:F9:2,"Dongguan Boyye Industrial Co., Ltd"
C0:EA:C3:0,"Anhui Shengjiaruiduo Electronic Technology Co., Ltd."
C0:EA:C3:5,Techem Energy Services GmbH
7C:45:F9:8,Feller AG
C0:EA:C3:D,Kontron Asia Technology Inc.
A0:22:4E:1,PoE Texas
7C:45:F9:7,Georg Fischer Piping Systems Ltd.
70:5A:6F:6,Earfun Technology (HK) Limited
8C:5D:B2:2,F+ Networks
C4:A5:59:1,"Motive Technologies, Inc."
C4:A5:59:2,"SHENZHEN ORFA TECH CO., LTD"
84:B3:86:0,Nan Jing WZX Technology Limited
84:B3:86:7,"FOTILE GROUP NINGBO FOTILE KITCHENWARE Co.,Ltd"
84:B3:86:C,Palomar Products Inc
84:B3:86:B,"Sineng electric CO., Ltd"
F0:22:1D:3,ShenZhen Shizao Electronic Technology
E0:38:2D:E,Anysafe
E0:38:2D:B,SERCOMM PHILIPPINES INC
E0:38:2D:7,Famar Fueguina S.A.
F0:22:1D:4,Synergies Intelligent Systems Inc.
D4:61:37:0,Wistron Corporation
D4:61:37:5,Estelle AB
4C:74:A7:8,Annapurna labs
F0:22:1D:6,Vcognition Technologies Inc.
D0:96:86:0,SERNET (SUZHOU) TECHNOLOGIES CORPORATION
C4:98:94:3,BTL Industries JSC
C4:98:94:9,"Shenzhen Hexin Automation Technology Co.,Ltd."
C4:98:94:8,"Pliem (Shanghai) Intelligent Technology Co., Ltd"
C4:98:94:E,Hans Sasserath GmbH & Co. KG
C4:98:94:C,"Zhejiang Rexense loT Technology Co., Ltd"
C4:98:94:2,Metasphere Ltd
D0:96:86:A,Hero Health Inc.
D4:20:00:8,"Dalian Baishengyuan Technology Co.,Ltd"
C4:83:72:3,NextSilicon
D4:20:00:B,"Shenzhen Volt IoT technology co.,ltd."
C4:83:72:E,"Suzhou LZY technology Co.,Ltd"
58:47:CA:1,Hexagon Metrology Services Ltd.
88:3C:C5:6,mfJebsen Electronics Ltd.
E8:6C:C7:7,"Huaqin Technology Co.,Ltd."
88:3C:C5:1,Hanwei Electronics Group Corporation
88:3C:C5:8,"Wuhan Guangying Intelligence Technology Co., Ltd"
18:C3:F4:6,"VeriFone Systems (China), Inc."
18:C3:F4:2,"Changsha Kiloview Electronics Co., Ltd."
2C:69:1D:A,Panasonic Appliances Marketing Asia Pacific
2C:69:1D:7,"Shenzhen Gigalight Technology Co., Ltd"
30:3D:51:C,"TalkGo, Inc."
2C:69:1D:1,KATEK SE
FC:61:79:7,Kvaliteta Systems and Solutions Private Limited
0C:7F:ED:9,"Shenzhen ORVIBO Technology Co., Ltd."
8C:51:09:0,"TianJin JointOptic Technology Co., LTD."
8C:51:09:4,"Shenzhen WOWOTO Technology Co., Ltd."
0C:7F:ED:6,Netweb Technologies India Pvt Ltd
0C:7F:ED:D,"ALT Co., Ltd."
8C:51:09:A,SERNET (SUZHOU) TECHNOLOGIES CORPORATION
8C:51:09:B,"Beijing Superhexa Century Technology Co., Ltd."
80:02:F4:3,"Shenzhen Suanzi Technology Co., Ltd"
70:50:E7:4,"Quantumdoor Technologies, Inc."
70:50:E7:C,"shenzhen newbridge communication equipment CO.,LTD"
6C:15:24:6,"Kunshan Abram Software Technology Co.,Ltd."
6C:15:24:9,D-HOME SMAART
1C:59:74:3,"Jiangsu Welm Technology Co.,Ltd"
1C:59:74:1,Logical Infrastructure PTY LTD
1C:59:74:7,"Lynxi Technologies Co.,Ltd."
1C:59:74:D,Shenzhen Geshem Technology Co Ltd
1C:59:74:C,King-On Technology Ltd.
1C:59:74:5,"Shenzhen Shi Fang Communication Technology Co., Ltd"
1C:59:74:8,Topway Global Technology Limited
6C:15:24:3,Forcite Helmet Systems Pty Ltd
38:1F:26:C,"Jade Bird Fire Co., Ltd."
38:1F:26:5,"Zhejiang Huazhou Intelligent Equipment Co,. Ltd"
18:A5:9C:E,BMC Messsysteme GmbH
18:A5:9C:9,"estun automation co.,ltd"
18:A5:9C:0,Omwave
18:A5:9C:6,INTEGRAL PLUS
18:A5:9C:D,Annapurna labs
38:1F:26:2,Synamedia
30:43:D7:D,Annapurna labs
6C:93:08:E,ANDDORO LLC
30:43:D7:0,SYMES SA
30:43:D7:5,"Shenzhen Mees Hi-Tech Co., Ltd"
6C:93:08:A,"Shenzhen TOPWAY Technology Co.,LTD"
6C:93:08:9,"Shenzhen DOOGEE Hengtong Technology CO., LTD"
0C:86:29:8,MyGregor Ltd
6C:93:08:D,Annapurna labs
98:8F:E0:D,"Shenzhen Vitalitim Technology Co., Ltd"
10:54:D2:9,"Bamboo Dynamics Corporation., Ltd."
10:54:D2:4,Raylogic Control Systems Private Limited
0C:86:29:0,"Shanghai Prophet Electronic Technology Co.,Ltd"
98:8F:E0:1,"GUANGZHOU HERYSTORM TECHNOLOGY CO.,LTD."
0C:86:29:1,"Beijing Qinmu Data Technology Co., Ltd."
0C:86:29:6,"C&A Marketing, INC."
10:54:D2:7,"SHENZHEN CARSAFE TECHNOLOGY DEVELOPMENT CO.,LTD"
10:54:D2:5,Sybersense
08:26:AE:9,Annapurna labs
08:26:AE:8,"ShineTech Electronics Co., Ltd"
08:26:AE:5,"SHENNAN CIRCUITS CO.,LTD"
08:26:AE:B,F-Plus Mobile LLC
08:26:AE:1,"Beijing Silion Technology Corp.,Ltd."
18:D7:93:0,"Shenzhen JieXingTong Technology Co.,LTD"
18:D7:93:3,"Verification & Validation Technology Co.,Ltd"
DC:36:43:6,"Shenzhen smart-core technology co.,ltd."
DC:36:43:2,"Wuhan Linptech Co. ,Ltd."
DC:36:43:E,"Beijing L&S Lancom Platform Tech. Co., Ltd."
DC:36:43:7,UKG
18:D7:93:8,Torsa Global
04:EE:E8:E,"Best Integration Technology Co., Ltd."
04:EE:E8:0,"Zoomlion Huanuo(Beijing)Technology Co.,Ltd"
04:EE:E8:9,Privacy Hero
04:EE:E8:B,"Hunan Yaguan Communication Technology Co.,Ltd"
50:A0:30:3,RealWear (Shanghai) Intelligent Technology Co. Ltd
04:EE:E8:6,NALSSEN INC.
50:A0:30:8,GE Medical System China Co. Ltd.
50:A0:30:0,Gopod Group Limited
50:A0:30:C,"GUANGZHOU UNIPOWER COMPUTER CO.,LTD"
94:C9:B7:4,"Zhejiang Hengjie Communication Technology Co,. Ltd."
18:45:B3:3,"Ancsonic (chongqing) Electronic Science& Technology Co.,Ltd"
08:F8:0D:6,"SEDA CHEMICAL PRODUCTS CO., LTD."
08:F8:0D:9,Benelink Technology Inc.
18:45:B3:9,Teko Telecom Srl
F4:A4:54:D,SAEL SRL
F4:A4:54:1,PT Telkom Indonesia
18:45:B3:B,"Hangzhou CCRFID Microelectronic Co., Ltd."
F4:A4:54:B,Graco Inc.
18:45:B3:D,Taicang T&W Electronics
F4:A4:54:E,"Care Bloom, LLC"
F4:70:0C:A,"Jinan Huake Electrical Device Co., Ltd."
74:F8:DB:3,ATX
F4:70:0C:8,"Shenzhen Focuscom Communication Technology Co.,Ltd."
F4:70:0C:C,G.S.D GROUP INC.
F4:70:0C:3,Union Source Technology(HK)LTD
78:72:64:2,BZBGEAR
78:72:64:3,"Guangdong Hongqin Telecom Technology Co.,Ltd."
98:80:BB:7,Guangdong-Hong Kong-Macao Greater Bay Area Research Innovation Institute for Nanotechnology
98:80:BB:9,"Shenzhen Hebang Electronic Co., Ltd"
78:72:64:0,"SmartMore Co.,ltd."
98:80:BB:B,Hilo
1C:AE:3E:3,HagerEnergy GmbH
1C:AE:3E:C,QuEST Rail LLC
98:6E:E8:8,Sisgeo Srl
7C:83:34:E,Balter GmbH
7C:83:34:4,Fusus
7C:83:34:6,"Wojinxin Beijing Technology Co., LTD"
38:A8:CD:2,"Beijing Porient Technology Co., Ltd"
38:A8:CD:B,"Qingdao Hisense Hitachi Air-conditioning Systems Co.,Ltd."
7C:83:34:2,PEMtronics LLC
38:A8:CD:C,"Beijing Aumiwalker technology CO.,LTD"
38:A8:CD:8,"Max Way Electronics Co., Ltd."
38:A8:CD:6,cal4care Pte Ltd
38:A8:CD:0,ACiiST Smart Networks Ltd.
7C:83:34:1,Linear Logic LLC
78:5E:E8:9,"TOPDON TECHNOLOGY Co.,Ltd."
28:36:13:9,"Qingdao Airpoint Electronics Co.,Ltd."
28:36:13:4,"Elytone Electronic Co., Ltd."
78:5E:E8:1,"RIKEN KEIKI NARA MFG. Co., Ltd."
58:48:49:7,"Shandong Aotai Electric Co., LTD."
64:33:B5:0,"Duomondi International Development Co., Ltd."
64:33:B5:E,University of Texas at Austin
58:48:49:6,"Shenzhen hongqifu Technology Co., Ltd"
58:48:49:B,Daatrics LTD
F0:2A:2B:7,Protronix s.r.o.
F0:2A:2B:1,Tobi Tribe Inc.
F0:2A:2B:9,"ZiGong Pengcheng Technology Co.,Ltd"
A8:5B:36:A,"TAIDEN INDUSTRIAL CO.,LTD"
A8:5B:36:4,"Luoxian (Guandong) Technology Co., Ltd"
A8:5B:36:9,Avista Edge
18:74:E2:8,Kano Computing Limited
D0:9F:D9:C,"Fujian Newland Auto-ID Tech. Co,.Ltd."
D0:9F:D9:4,"Poten (Shanghai) Technology Co.,Ltd."
D0:9F:D9:D,"Shenzhen eloT Technology Co.,Ltd"
C0:FB:F9:E,Navitas Digital Safety Ltd
D0:9F:D9:8,"Queclink Wireless Solutions Co., Ltd."
D0:9F:D9:7,Raymax Technology Ltd.
C0:FB:F9:A,"Tiandi(Changzhou) Automation Co., Ltd."
D0:9F:D9:0,"Lemei Intelligent IOT (Shenzhen) Co., Ltd"
88:C9:B3:2,"shenzhen franklin ESS technology CO.,Ltd"
C8:F5:D6:7,Oscars Pro
C8:F5:D6:5,Pinmicro K K
2C:D1:41:D,Square Inc.
88:C9:B3:1,Cervoz Technology Co; Ltd.
1C:A0:EF:0,"Tangshan Liulin Automation Equipment Co., Ltd."
1C:A0:EF:C,LLC Gagar.In
1C:A0:EF:8,Zillnk
20:CE:2A:1,"Shanghai Digicube Info&Tech Co.,Ltd."
20:CE:2A:8,Intelligraphics
1C:A0:EF:4,Leviathan Solutions Ltd.
0C:5C:B5:C,"Hunan Newman Car NetworKing Technology Co.,Ltd"
0C:5C:B5:6,S2C limited
24:5D:FC:9,TORGOVYY DOM TEHNOLOGIY LLC
24:5D:FC:0,CompanyDeep
24:5D:FC:5,ContactProximity Inc
F0:23:B9:D,Shenyang Ali Technology Company Limited
24:5D:FC:6,"Guangzhou Lango Electronics Technology Co.,Ltd."
04:11:19:2,Alethea Communications Technologies Pvt. Ltd.
38:B8:EB:7,Sirin Mobile Technologies
E8:6C:C7:A,CoxSpace
04:11:19:1,Acentury
44:6F:D8:3,"Shenzhen Mestechs Technology CO., LTD"
44:6F:D8:A,"ZHEJIANG HIKAILINK TECHNOLOGY Co., Ltd"
98:27:82:5,"Guangzhou Wuzhou Technology Co, Ltd."
98:27:82:A,Nanjing BianYu Future Home Technology Co.Ltd
98:27:82:9,"Wuxi GuoYiHaiJu Technology Co.,Ltd."
98:27:82:8,CATS Power design
78:D4:F1:8,"Xiamen Cheerzing IOT Technology Co.,Ltd."
A0:02:4A:9,Kontakt Micro-Location Sp z o.o.
A0:02:4A:B,"Xi'an Yingsheng Electric Technology Co.,Ltd."
A0:02:4A:2,Danriver Technologies Corp.
3C:39:E7:1,BEWATEC Kommunikationstechnik GmbH
A0:02:4A:4,Argos Solutions AS
78:D4:F1:D,Quidel Corporation
8C:AE:49:1,H3 Platform
A4:53:EE:0,"MAHLE ELECTRONICS, SLU"
A4:53:EE:D,SSK CORPORATION
68:79:12:E,Ametek Solidstate Controls
34:04:9E:9,"Church & Dwight Co., Inc."
8C:47:6E:A,AU Optronics Corporation
8C:47:6E:8,IntelliVIX Co. Ltd.
F0:D7:AF:D,"Dongguan Gedi Electrons Techeology Co.,LTD"
68:79:12:7,"Babbit and Friends, SIA"
84:11:C2:8,Leybold GmbH
DC:4A:9E:3,LEACH INTERNATIONAL EUROPE
DC:4A:9E:A,"LongSung Technology (Shanghai) Co.,Ltd."
DC:4A:9E:5,Nuove Tecnologie srl
DC:4A:9E:9,AiSight GmbH
58:95:D8:2,Sercomm Corporation.
FC:CD:2F:9,Aroma Retail
FC:CD:2F:2,Loupedeck Oy
58:20:8A:1,BEIJING SENFETECH CORPORATION LTD.
58:20:8A:C,Jiangsu Zhonganzhixin Communication Technology Co.
58:20:8A:6,"Shangyin Intelligence Technology Shandong Co.,Ltd"
58:20:8A:0,Annapurna labs
CC:4F:5C:5,Kymati GmbH
58:20:8A:E,"UPM Technology, Inc"
58:20:8A:4,TRING
58:20:8A:9,Suzhou Ruilisi Technology Ltd.
98:FC:84:2,"Juketek Co., Ltd."
18:FD:CB:A,Sercomm Corporation.
18:FD:CB:8,CISTECH Solutions
98:FC:84:A,Shield Inc.
18:FD:CB:1,"SOTHIS CIC TEC (Shanghai) Co., Ltd"
C0:61:9A:A,Gronn Kontakt AS
C0:61:9A:8,"Nanjing SinoVatio Technology Co., Ltd"
C0:61:9A:9,"Wingtech Mobile Communications Co.,Ltd."
28:B7:7C:7,Convertertec Deutschland GmbH
4C:93:A6:8,Sercomm Corporation.
4C:93:A6:0,"Vestaboard, Inc."
4C:93:A6:E,CELLTRON
4C:93:A6:7,"5Voxel Co., Ltd."
28:B7:7C:4,Annapurna labs
4C:93:A6:6,"Shandong Senter Electronic Co., Ltd"
28:B7:7C:2,"Zhuhai RongBang Electronic Technology Co., Ltd."
F4:69:D5:9,"Terminus (Shanghai) Technology Co.,Ltd."
5C:85:7E:2,mobilogix HongKong
5C:85:7E:C,Annapurna labs
30:49:50:6,"Curb, Inc."
30:49:50:9,"Shanghai gatang technology CO.,LTD"
F0:D7:AF:E,"Wren Associates, LTD"
F0:D7:AF:1,"Beijing Serviatech lnformation Tech Co.,Ltd"
F0:D7:AF:0,"ID Tech Japan Co.,Ltd."
30:49:50:B,"HANGZHOU EV-TECH CO.,LTD"
CC:C2:61:7,"Ability Enterprise Co., Ltd"
CC:C2:61:4,EDAG Engineering GmbH
F0:41:C8:C,Shanghai Think-Force Electronic Technology Co. Ltd
70:69:79:3,"Hebei Baina Xinda Technology Co., Ltd."
70:69:79:2,Graphcore Ltd
38:F7:CD:1,NZIA Connect Inc
94:FB:A7:C,Solaborate Inc.
94:FB:A7:6,Sercomm Corporation.
94:FB:A7:B,Shenzhen Golden Star Technology Ltd
94:FB:A7:7,"Anvil Systems Group, Inc."
38:F7:CD:A,Distech Controls
E8:B4:70:C,Anduril Industries
E8:B4:70:3,Webfleet Solutions B.V.
E8:B4:70:D,Medica Corporation
94:FB:A7:5,CAVITY EYE
94:FB:A7:3,"GUANG DONG TAKSTAR ELECTRONIC CO.,LTD."
C0:9B:F4:9,Alcatraz AI Inc.
C0:9B:F4:0,Annapurna labs
C0:9B:F4:7,Big Dutchman International GmbH
F4:90:CB:E,RSAE Labs Inc
94:05:BB:6,ZIGPOS GmbH
94:05:BB:A,SolarEdge Technologies
F4:90:CB:6,Airbeam Wireless Technologies Inc.
94:05:BB:5,"Chengdu Zhongheng Network Co.,Ltd."
94:CC:04:C,"Shanxi Baixin Information Technology Co., Ltd."
94:CC:04:3,"Shenzhen Link technology Co.,Ltd"
94:CC:04:5,"SHENZHEN SANRAY TECHNOLOGY CO.,LTD"
94:CC:04:1,"GOCOAX, INC"
14:AE:85:9,Veo Technologies
14:AE:85:7,"SHENZHEN HONOR ELECTRONIC CO.,LTD"
90:E2:FC:B,"Shenzhen Dingsheng Intelligent Technology Co., Ltd"
3C:FA:D3:C,Shenzhen zhong ju Fiber optical Co.Ltd
90:E2:FC:9,Huddly AS
3C:FA:D3:2,Naruida Technology Ltd.
50:DE:19:C,"Shenzhen Vipstech Co., Ltd"
40:2C:76:2,Annapurna labs
50:DE:19:0,Telic AG
20:0A:0D:7,Tecnint HTE SRL
40:2C:76:A,NowTechnologies Zrt
40:2C:76:5,Baumer Bourdon-Haenni
20:0A:0D:A,IRSAP
A0:22:4E:A,IST ElektronikgesmbH
00:69:67:E,"Tianjin Lianwu Technology Co., Ltd."
00:69:67:9,"Hangzhou Wise IOT Technology Co.,Ltd"
00:69:67:8,Ambient-System sp. z o.o.
00:69:67:B,Datapan d.o.o.
C4:95:4D:3,Sercomm Corporation.
C4:95:4D:C,SolidGear Corporation
64:31:39:6,"Hunan Voc Acoustics Technology Co., Ltd."
64:31:39:3,"KOANGYOW INTEGRATION MACHINE CO., LTD."
64:31:39:C,"SHEN ZHEN FUCHANG TECHNOLOGY Co.,Ltd."
64:31:39:9,Honeywell Analytics Ltd
50:62:55:C,AED Distribution
50:62:55:5,"Suzhou Ruixinjie Information Technology Co.,Ltd"
50:62:55:3,"Hypertech Advance Co., LTD"
50:62:55:7,"AVTECH Software, Inc."
44:03:77:B,"Hangzhou Asia Infrastructure Tech. Co., Ltd."
04:D1:6E:C,PacPort Corporation
24:4E:7B:D,"Church & Dwight Co., Inc."
04:D1:6E:1,"Launch Tech Co., Ltd."
04:D1:6E:7,Envision Energy
04:D1:6E:4,ShenZhen Huafu Information technology Co.?Ltd
04:D1:6E:8,"CHENGDU INTERLINK SCIENCE AND TECHNOLOGY CO.,LTD"
44:03:77:7,Stara S/A Indústria de Implementos Agrícolas
40:11:75:8,"Beijing Gemotech Intelligent Technology Co., Ltd."
40:11:75:9,ADH Guardian USA
4C:4B:F9:4,"Shenzhen dingsheng technology co., LTD"
4C:4B:F9:C,Connected IO
4C:4B:F9:8,Zivid AS
84:39:BE:2,Cheng Du virtual world Technology Limited.
4C:4B:F9:1,"Jiangsu acrel Co., Ltd."
4C:4B:F9:7,GLONEXS
20:85:93:E,Dynaudio
20:85:93:0,Hemina Spa
20:85:93:C,Regloplas AG
40:11:75:2,Kanda Kogyo
4C:4B:F9:E,Beijing AutoAi Technology co. LTD
20:85:93:4,Kloudspot Inc
20:85:93:1,Networking Services Corp
4C:4B:F9:5,Remedee Labs
24:15:10:C,"Shenzhen Xtooltech Co., Ltd"
24:15:10:E,"Satellite Link Technology CO.,LTD"
98:06:37:7,SAMWONTECH
98:06:37:C,HwaCom Systems Inc.
24:15:10:1,SMaBiT GmbH
24:15:10:A,"Unitronux(Shenzhen) Intelligence Technology Co.,Ltd"
98:06:37:D,VR Technology(Shenzhen) Limited
98:06:37:9,"NAB co,.LTD"
24:15:10:0,Safetrust Inc
98:06:37:3,"Hangzhou Sanxin Network Technology Co.,Ltd"
98:06:37:B,Petersime
D0:5F:64:9,"Shanghai Luying International Trade Co.,Ltd"
D0:5F:64:5,Atoll Solutions Private Limited
D0:5F:64:2,"SHANGHAI ZHONGMI COMMUNICATION TECHNOLOGY CO.,LTD"
D0:5F:64:3,HUAQIN TELECOM HONG KONG LTD
44:D5:F2:8,CETC Avionics.L td
44:D5:F2:3,VURO LLC
D0:5F:64:B,"North American Blue Tiger Company, LLC"
44:D5:F2:1,SIMPLERED TECHNOLOGY LTD.
44:D5:F2:4,"APPOTRONICS CO., LTD"
44:D5:F2:0,TIBA Research & Development (1986) LTD
FC:A4:7A:0,Broadcom Inc.
FC:A4:7A:B,"Shenzhen Nokelock Technology Co, Ltd."
2C:16:BD:4,Sunit Oy
FC:A4:7A:6,Token
8C:59:3C:E,"Shenzhen Tian-Power Technology Co.,Ltd."
B4:A2:EB:7,Kona I
8C:59:3C:B,Scharfe-Sicht GmbH
8C:59:3C:A,ecom instruments GmbH
B4:A2:EB:0,"QKM Technology(Dongguan)Co.,Ltd"
D0:C8:57:3,Mobicon
D0:C8:57:D,"IFLYTEK CO.,LTD."
D0:C8:57:7,Eco Mobile
60:95:CE:C,Synamedia
60:95:CE:4,"Untangle, Inc."
1C:82:59:6,CGI IT UK LIMITED
1C:82:59:A,ESTec Corporation
84:8B:CD:0,SouXin Corporate
C8:2C:2B:8,"Verifone Systems (China),lnc."
B0:FD:0B:E,"Shenzhen FEIBIT Electronic Technology Co.,LTD"
C8:2C:2B:2,Repp Health
C8:2C:2B:C,Smart Wires Inc
B0:FD:0B:1,IDspire Corporation Ltd.
C8:2C:2B:E,Fränkische Rohrwerke Gebr. Kirchner GmbH & Co. KG
C8:63:14:E,Taylor Dynamometer
C8:63:14:C,Freeus LLC
C8:63:14:0,"Western Reserve Controls, Inc."
E4:1E:0A:A,FireAngel Safety Technology Ltd
C8:63:14:5,Meyer Electronics Limited
E4:1E:0A:3,Avast Software s.r.o.
FC:D2:B6:C,"Silicon (Shenzhen) Electronic Technology Co.,Ltd."
FC:D2:B6:A,NREAL TECHNOLOGY LIMITED
34:E1:D1:4,ASA Innovation & Technology Ltd.
34:E1:D1:6,Ningbo Hua Gao Mdt Info Tech Ltd
34:E1:D1:3,Rinco Ultrasonics AG
FC:D2:B6:E,Univer S.p.A.
34:E1:D1:7,Genius Pros
34:E1:D1:9,Biamp
74:5B:C5:9,"Haikou Frun Flash&Mcu Microcontrol Technology Development Co.,Ltd"
74:5B:C5:B,Smartiply Inc.
74:5B:C5:3,OXON AG
E4:4C:C7:7,Channel Enterprises (HK) Ltd.
4C:BC:98:B,"Dongguan SmartAction Technology Co.,Ltd"
E4:4C:C7:6,"HANGZHOU OLE-SYSTEMS CO., LTD"
4C:BC:98:5,Gronic Systems GmbH
4C:BC:98:2,Quake Global Inc
4C:BC:98:3,Machine Max
E4:4C:C7:5,"CE LABS, LLC"
38:B1:9E:6,Thrust Networks
E0:5A:9F:B,"Shenzhen Rongan Networks Technology Co.,Ltd"
E0:5A:9F:3,"Link of Things Co., Ltd."
D8:86:0B:A,GLO Science
D8:86:0B:9,DIGITAL CONCEPTS
E0:5A:9F:4,Hale Products
D8:86:0B:6,SCANMATIK
D8:86:0B:4,Teplovodokhran Ltd.
38:B1:9E:3,AVO DEVELOPMENT LTD
38:B1:9E:D,Dallas Delta Corporation
84:39:BE:0,"HINO ENGINEERING, INC"
CC:D3:9D:7,Glenair
D4:25:CC:E,Coperion
D4:25:CC:A,E-MetroTel
D4:25:CC:1,"Eware Information Technology com.,Ltd"
CC:D3:9D:3,MagTarget LLC
D4:25:CC:0,NORDI TELEKOMMUNIKATSIOONI OÜ
D4:25:CC:3,EISST Ltd
9C:69:B4:8,Skydock do Brasil Ltda
9C:69:B4:7,PCI Limited
9C:69:B4:9,Teptron AB
4C:91:7A:9,"Hangzhou Hangtu Technology Co.,Ltd."
4C:91:7A:4,LumiGrow Inc.
4C:91:7A:8,Camsat Przemysław Gralak
7C:BC:84:7,"Xuji Changnan Communication Equipment Co., Ltd."
6C:DF:FB:6,AAON
6C:DF:FB:B,"CELL System Co.,Ltd."
6C:DF:FB:9,YongTechs Electric Co. Ltd
6C:DF:FB:8,Hardmeier
7C:BC:84:A,OPNT BV
7C:BC:84:6,Société de Transport de Montréal
7C:BC:84:1,"Xiamen Mage Information Technology Co.,Ltd."
98:F9:C7:7,ARIMA Communications Corp.
0C:FE:5D:3,"Beijing WayClouds Technology Co., Ltd."
98:F9:C7:A,MSB Elektronik und Gerätebau GmbH
6C:5C:3D:B,Reconova Technologies
6C:5C:3D:D,"Syowatsusinkougyo Co.,Ltd."
6C:5C:3D:A,krtkl inc.
6C:5C:3D:C,choyang powertech
1C:FD:08:6,A&B Technology
6C:5C:3D:7,"SOUNDKING ELECTRONICS&SOUND CO., LTD."
A8:3F:A1:B,Exel s.r.l. unipersonale
A8:3F:A1:3,"Guangzhou Tupu Internet Technology Co., Ltd."
A8:3F:A1:D,"Shenzhen BIO I/E Co.,Ltd"
3C:6A:2C:5,"Qingdao iGuan Technology Co., Ltd."
3C:6A:2C:2,"Bosch Automotive Products (Suzhou) Co., Ltd."
3C:6A:2C:B,"Phytium Technology Co., Ltd."
A8:3F:A1:4,"Zhejiang Wellsun Intelligent Technology Co.,Ltd."
1C:FD:08:5,"Beijing Hengxin Rainbow Information Technology Co.,Ltd"
A4:ED:43:E,TOEC TECHNOLOGY CO.，LTD.
A4:ED:43:3,"Dongguan Mingji Electronics technology Group Co., Ltd."
A4:ED:43:C,leakSMART
30:0A:60:7,Newtons4th Ltd
A4:ED:43:1,INGELABS S.L.
A0:28:33:C,Kalray S.A.
84:89:EC:7,"BYDA Co. Ltd.,"
30:09:F9:4,Punkt Tronics AG
84:89:EC:C,SHINKAWA LTD.
C0:83:59:6,Beijing Cloud Fly Technology Development Co.Ltd
9C:F6:DD:7,"KXT Technology Co., Ltd."
9C:F6:DD:4,Capital Engineering & Research Incorporation Ltd.
C0:83:59:D,Gardner Denver Thomas GmbH
9C:F6:DD:A,AVI Pty Ltd
04:C3:E6:D,Amiosec Ltd
04:C3:E6:8,SLOC GmbH
3C:42:7E:A,snap40 Ltd
D4:7C:44:8,"Beijing Maystar Information Technology Co., Ltd."
B4:4B:D6:1,"SHENZHEN TITA INTERACTIVE TECHNOLOGY CO.,LTD"
D4:7C:44:5,"LS Communication Co.,Ltd."
3C:42:7E:D,"ROBOX SMART MOTION (WUHU) CO.,LTD"
A0:19:B2:8,MIS Industrie Systeme GmbH & Co. KG
A0:19:B2:2,"Beijing Deephi Intelligent Technology Co., Ltd"
